pulse_index,dt_us,wall_time,monotonic
652,1912810,1783986179.3622777,110301.440427387
653,1163817,1783986180.5260375,110302.604186967
654,1382109,1783986181.908131,110303.986280495
655,4205190,1783986186.113053,110308.191202609
656,1973859,1783986188.0867636,110310.164913067
657,102783,1783986188.1893744,110310.267524136
658,13118670,1783986201.3074381,110323.385587684
659,5777573,1783986207.0846958,110329.162845263
660,6920981,1783986214.0051184,110336.083267931
661,1588028,1783986215.5931115,110337.671261185
662,31983,1783986215.6249793,110337.703128965
663,2768965,1783986218.3938186,110340.471968108
664,6900132,1783986225.29356,110347.371709486
665,599593,1783986225.8932776,110347.971427431
666,1634926,1783986227.528121,110349.606270634
667,2969434,1783986230.4980931,110352.576242553
668,148,1783986230.4982662,110352.576415964
669,298788,1783986230.7962475,110352.874397033
670,2541919,1783986233.3380647,110355.416214104
671,450913,1783986233.7895513,110355.867700995
672,145,1783986233.789702,110355.867851394
673,2252120,1783986236.0410771,110358.119227003
674,3401717,1783986239.4425254,110361.520675094
675,3723517,1783986243.1659694,110365.244118889
676,860375,1783986244.0261295,110366.104279062
677,1095421,1783986245.1215615,110367.199710991
678,4840668,1783986249.9620597,110372.040209375
679,866194,1783986250.8280368,110372.906186406
680,1025046,1783986251.8531008,110373.931250464
681,78968,1783986251.9319181,110374.010067645
682,1650446,1783986253.5825133,110375.660663057
683,6372391,1783986259.9544752,110382.032624927
684,2701254,1783986262.6555855,110384.733735085
685,2039292,1783986264.6947112,110386.772860847
686,125705,1783986264.8203468,110386.898496529
687,253139,1783986265.0734363,110387.151585605
688,2105413,1783986267.1788921,110389.257041505
689,15166,1783986267.1937954,110389.27194479
690,2417327,1783986269.611264,110391.68941344
691,3228183,1783986272.8401186,110394.91826817
692,163,1783986272.8403387,110394.918488198
693,1532811,1783986274.3722053,110396.450355001
694,566332,1783986274.9383922,110397.01654173
695,3266102,1783986278.2043288,110400.282478482
696,12173352,1783986290.3772388,110412.455388443
697,3437331,1783986293.8143651,110415.892514803
698,2220367,1783986296.0344782,110418.112627731
699,466796,1783986296.501351,110418.57950089
700,1788246,1783986298.2894816,110420.367631664
701,300027,1783986298.5893133,110420.66746274
702,2489202,1783986301.078525,110423.156674739
703,6647852,1783986307.7260926,110429.804242226
704,2245318,1783986309.9712024,110432.04935187
705,1743724,1783986311.7148259,110433.79297558
706,256904,1783986311.971626,110434.049775445
707,4739929,1783986316.7113988,110438.789548365
708,1398101,1783986318.1094813,110440.187630831
709,7132891,1783986325.2420545,110447.320204007
710,267173,1783986325.5090604,110447.587209985
711,490648,1783986325.9997222,110448.077871967
712,3377856,1783986329.377458,110451.455607783
713,2236372,1783986331.6137505,110453.691900188
714,5729691,1783986337.3431947,110459.421344236
715,6036416,1783986343.379401,110465.457551132
716,681210,1783986344.0612087,110466.139358359
717,160,1783986344.0613434,110466.139493027
718,2339494,1783986346.4001381,110468.478287976
719,964769,1783986347.3655176,110469.443667013
720,161,1783986347.3657086,110469.443857915
721,207596,1783986347.572491,110469.650640556
722,1898867,1783986349.4713385,110471.54948813
723,174431,1783986349.6456964,110471.723846176
724,505018,1783986350.1507006,110472.228850191
725,2248031,1783986352.398658,110474.476807497
726,1236758,1783986353.6353233,110475.713473002
727,2493888,1783986356.1290832,110478.207232738
728,8418843,1783986364.5475886,110486.625738275
729,84842,1783986364.632431,110486.710580762
730,629587,1783986365.2618892,110487.340038903
731,1256800,1783986366.5187464,110488.596895847
732,1814385,1783986368.333929,110490.412078489
733,155,1783986368.3341172,110490.412266675
734,152382,1783986368.4854605,110490.563610181
735,1766211,1783986370.2517097,110492.329859395
736,2122515,1783986372.3742056,110494.452355317
737,3264243,1783986375.63829,110497.716439621
738,7260770,1783986382.8986158,110504.976765432
739,10386720,1783986393.2849789,110515.363128543
740,355705,1783986393.6404705,110515.718620008
741,44162,1783986393.6845627,110515.762712357
742,6785944,1783986400.470485,110522.548634465
743,4351119,1783986404.8221748,110526.900324189
744,149,1783986404.8223503,110526.900499742
745,3493167,1783986408.314574,110530.392723692
746,6821474,1783986415.1357968,110537.213946299
747,8901327,1783986424.0366573,110546.114806902
748,9637350,1783986433.6735392,110555.751688739
749,408290,1783986434.0817275,110556.159877652
750,4795293,1783986438.876953,110560.955102408
751,6904275,1783986445.7810318,110567.859181562
752,285341,1783986446.0662575,110568.144406926
753,34921,1783986446.101057,110568.179206723
754,3164568,1783986449.2656503,110571.343799834
755,2879505,1783986452.145106,110574.223255631
756,1941983,1783986454.0869358,110576.165085234
757,1888166,1783986455.9758298,110578.053979367
758,162,1783986455.9759834,110578.054132926
759,1168134,1783986457.1432834,110579.221433103
760,4588960,1783986461.7321153,110583.810264852
761,473842,1783986462.2057903,110584.283940378
762,3557025,1783986465.762804,110587.840953568
763,330710,1783986466.0933688,110588.171518418
764,5424797,1783986471.518042,110593.596191738
765,787845,1783986472.3058233,110594.383972784
766,3912665,1783986476.2185125,110598.296662314
767,3603874,1783986479.8221383,110601.90028807
768,624672,1783986480.4466953,110602.52484492
769,604404,1783986481.0511847,110603.129334199
770,2258593,1783986483.3096743,110605.387823818
771,91955,1783986483.4014373,110605.479586699
772,156874,1783986483.5584435,110605.636593323
773,29035,1783986483.5873818,110605.665531515
774,1217827,1783986484.8054118,110606.88356152
775,6537885,1783986491.342907,110613.421056443
776,1555126,1783986492.8979528,110614.97610239
777,2278222,1783986495.176164,110617.254313374
778,3933050,1783986499.1090522,110621.187201732
779,2173946,1783986501.282878,110623.36102769
780,369551,1783986501.6523268,110623.730476587
781,3419230,1783986505.071716,110627.149865737
782,4055867,1783986509.1272993,110631.20544893
783,6891917,1783986516.019109,110638.097258817
784,3567044,1783986519.5857787,110641.663928353
785,498697,1783986520.0844724,110642.162622043
786,1540912,1783986521.6254065,110643.703556274
787,2479729,1783986524.1051025,110646.183252107
788,9994007,1783986534.098666,110656.176815535
789,1283740,1783986535.3824704,110657.460620054
790,527274,1783986535.9095306,110657.98768021
791,3124571,1783986539.034072,110661.112221352
792,641716,1783986539.6756718,110661.753821287
793,1018056,1783986540.6939495,110662.772099139
794,7280725,1783986547.9742763,110670.052426078
795,4645735,1783986552.619803,110674.697952457
796,2524511,1783986555.1442978,110677.222447272
797,1299130,1783986556.443393,110678.521542453
798,126108,1783986556.5696213,110678.647770867
799,1434363,1783986558.0038357,110680.081985043
800,6473643,1783986564.4772134,110686.555363117
801,23240465,1783986587.7170932,110709.795242572
802,2570451,1783986590.2873373,110712.36548678
803,1114559,1783986591.401826,110713.479975291
804,410192,1783986591.8119698,110713.890119348
805,6589300,1783986598.4010735,110720.479222935
806,2734565,1783986601.1356502,110723.213799565
807,4405836,1783986605.5412164,110727.619365738
808,2641200,1783986608.182299,110730.260448541
809,1952386,1783986610.134642,110732.212791393
810,3489935,1783986613.624555,110735.702704616
811,4044567,1783986617.6691008,110739.747250425
812,2306461,1783986619.9753706,110742.053520341
813,19832,1783986619.995028,110742.073177502
814,1037290,1783986621.0323775,110743.110527162
815,6765720,1783986627.797974,110749.87612408
816,301880,1783986628.0996654,110750.177815094
817,139554,1783986628.239206,110750.317355779
818,1354960,1783986629.5942302,110751.672379723
819,3986874,1783986633.5810497,110755.659199196
820,2217942,1783986635.7988267,110757.876976287
821,516990,1783986636.3157468,110758.393896338
822,147735,1783986636.4634993,110758.541648821
823,95816,1783986636.5591998,110758.637349419
824,1083205,1783986637.6425216,110759.72067128
825,1001496,1783986638.6440182,110760.722167836
826,1798201,1783986640.4422748,110762.520424332
827,107799,1783986640.549965,110762.628114356
828,1184792,1783986641.7347362,110763.812885725
829,413296,1783986642.1479175,110764.226067148
830,204384,1783986642.352407,110764.430556549
831,784076,1783986643.137213,110765.215362506
832,148,1783986643.1373632,110765.215512639
833,502506,1783986643.6391506,110765.717300285
834,751765,1783986644.3908913,110766.46904081
835,561968,1783986644.953502,110767.031651381
836,162,1783986644.953739,110767.031888404
837,9601006,1783986654.5536556,110776.63180528
838,1931528,1783986656.4851716,110778.563321027
839,779837,1783986657.2650254,110779.34317506
840,922566,1783986658.187412,110780.265561465
841,2335511,1783986660.5230443,110782.601194031
842,1163428,1783986661.6864035,110783.764553587
843,717832,1783986662.404962,110784.483111503
844,162,1783986662.405122,110784.483271449
845,8665448,1783986671.0695019,110793.147651585
846,405927,1783986671.4753437,110793.553493082
847,334594,1783986671.8100185,110793.888168154
848,3045918,1783986674.855979,110796.934128611
849,1648672,1783986676.5044158,110798.582565417
850,511727,1783986677.016006,110799.094155476
851,365926,1783986677.3819978,110799.460147486
852,4255855,1783986681.637845,110803.7159946
853,3088151,1783986684.7258222,110806.803971912
854,2546096,1783986687.2726932,110809.350842819
855,162,1783986687.2728896,110809.351039018
856,1083126,1783986688.3551307,110810.433280186
857,1099377,1783986689.4545507,110811.532700369
858,4492711,1783986693.947004,110816.02515391
859,3250601,1783986697.197612,110819.275761608
860,5328808,1783986702.5262234,110824.604372989
861,10197348,1783986712.7233975,110834.801547061
862,1060807,1783986713.78403,110835.862179667
863,1733229,1783986715.5173228,110837.595472325
864,457478,1783986715.974682,110838.052831676
865,1065784,1783986717.0413263,110839.119476473
866,152,1783986717.0414903,110839.119639788
867,1231222,1783986718.271836,110840.34998565
868,1115759,1783986719.3874826,110841.465632338
869,801726,1783986720.1891508,110842.267300482
870,983585,1783986721.172666,110843.250815737
871,609513,1783986721.7822115,110843.86036114
872,944322,1783986722.726504,110844.804653796
873,855862,1783986723.5824125,110845.660562181
874,1224740,1783986724.8071222,110846.885271748
875,1286759,1783986726.093996,110848.1721457
876,1505387,1783986727.599303,110849.677452532
877,8233022,1783986735.8320704,110857.910220014
878,166867,1783986735.999639,110858.077789009
879,146,1783986735.9997687,110858.077918409
880,1323126,1783986737.3221214,110859.400271086
881,4169968,1783986741.4927595,110863.570909177
882,146,1783986741.4929984,110863.571147829
883,2482317,1783986743.974412,110866.052561592
884,4537673,1783986748.5126963,110870.590846571
885,162,1783986748.5128236,110870.59097314
886,904320,1783986749.4170654,110871.495215013
887,162,1783986749.4172366,110871.495385955
888,2121386,1783986751.5379212,110873.616071352
889,959069,1783986752.4968333,110874.574982879
890,12899376,1783986765.3961728,110887.474322218
891,6896553,1783986772.2931416,110894.371290974
892,163,1783986772.2932909,110894.371440137
893,2459341,1783986774.7517345,110896.829883966
894,2627982,1783986777.3797045,110899.457854135
895,1685686,1783986779.0653577,110901.143507164
896,1928497,1783986780.9938796,110903.072029011
897,2790785,1783986783.784495,110905.862644671
898,3878158,1783986787.6625018,110909.740651639
899,315949,1783986787.9784737,110910.056623335
900,771762,1783986788.750116,110910.828265698
901,3435551,1783986792.1858299,110914.263979643
902,190671,1783986792.3763123,110914.454461892
903,3167295,1783986795.543696,110917.621845538
904,9621290,1783986805.1646287,110927.242778299
905,3243972,1783986808.4085503,110930.486699737
906,2898030,1783986811.306606,110933.384755709
907,683231,1783986811.9896963,110934.067845809
908,6185548,1783986818.1750615,110940.253211127
909,1286456,1783986819.4615273,110941.539676852
910,4728424,1783986824.189873,110946.268022636
911,227767,1783986824.4175117,110946.495661195
912,408769,1783986824.826336,110946.904485545
913,908078,1783986825.7343185,110947.812468219
914,717049,1783986826.4514158,110948.529565329
915,284945,1783986826.736359,110948.814508413
916,3166383,1783986829.9034872,110951.981636784
917,152,1783986829.903614,110951.981763431
918,3783849,1783986833.6866498,110955.764799395
919,4776570,1783986838.4631264,110960.541276069
920,6195044,1783986844.6580153,110966.736164853
921,1388758,1783986846.046747,110968.124896395
922,1424159,1783986847.4708476,110969.548997038
923,926851,1783986848.3975215,110970.475671016
924,3811186,1783986852.2087486,110974.286898301
925,2821325,1783986855.0300353,110977.108184843
926,2411815,1783986857.4417803,110979.519930009
927,657434,1783986858.0999315,110980.178080877
928,148,1783986858.1000597,110980.178209003
929,991700,1783986859.0917914,110981.169940841
930,151,1783986859.0919383,110981.170087787
931,1396336,1783986860.4875047,110982.565654246
932,988937,1783986861.4762974,110983.554446991
933,1214740,1783986862.6911378,110984.769287424
934,1032048,1783986863.7231905,110985.801340234
935,17253,1783986863.740236,110985.818385503
936,1029544,1783986864.7699597,110986.848109359
937,1310239,1783986866.080153,110988.158302827
938,589063,1783986866.6690576,110988.747206987
939,7714119,1783986874.3831391,110996.461288587
940,2109419,1783986876.492585,110998.570734564
941,882297,1783986877.3746972,110999.452846778
942,627156,1783986878.00258,111000.080729578
943,151,1783986878.0027144,111000.080863871
944,4314974,1783986882.3178349,111004.395984278
945,163,1783986882.3180494,111004.396199045
946,9722376,1783986892.0393085,111014.117458007
947,5566742,1783986897.605877,111019.684026515
948,652463,1783986898.258272,111020.33642154
949,1906112,1783986900.1644075,111022.242557242
950,6556745,1783986906.7210011,111028.799150805
951,4874855,1783986911.595828,111033.67397754
952,3581910,1783986915.177676,111037.255825464
953,1271894,1783986916.4502628,111038.52841249
954,150,1783986916.4504564,111038.5286058
955,1125969,1783986917.575553,111039.65370272
956,1273348,1783986918.84885,111040.926999501
957,2514300,1783986921.3631184,111043.441267939
958,4391419,1783986925.7544003,111047.832549847
959,546339,1783986926.3007247,111048.378874341
960,823878,1783986927.1245198,111049.202669543
961,1951888,1783986929.0765426,111051.154692229
962,3235728,1783986932.3121393,111054.390288729
963,3971786,1783986936.283936,111058.362085468
964,122020,1783986936.4058402,111058.483990355
965,2131785,1783986938.5375946,111060.615744166
966,893372,1783986939.430958,111061.509107709
967,7367061,1783986946.7979228,111068.876072474
968,39496,1783986946.8371363,111068.915285865
969,639743,1783986947.477056,111069.555205637
970,6814350,1783986954.2920306,111076.370180133
971,165,1783986954.2921565,111076.370305889
972,44316,1783986954.3356154,111076.413765023
973,2248645,1783986956.584341,111078.662490645
974,669537,1783986957.2538452,111079.33199499
975,644816,1783986957.8986108,111079.976760694
976,807552,1783986958.7060957,111080.784245181
977,7931003,1783986966.6372845,111088.71543474
978,501042,1783986967.1380796,111089.216229215
979,10907451,1783986978.0456433,111100.12379296
980,12017,1783986978.0573137,111100.135463213
981,3435894,1783986981.4930983,111103.57124795
982,10376547,1783986991.8695793,111113.947728859
983,6279836,1783986998.1492429,111120.227392406
984,9959946,1783987008.1090713,111130.187221024
985,9377885,1783987017.4867096,111139.564858982
986,1111651,1783987018.5982916,111140.676441256
987,3471652,1783987022.0699966,111144.148146157
988,6392068,1783987028.4618468,111150.539996328
989,6516323,1783987034.9780993,111157.056249023
990,600073,1783987035.5780342,111157.656183708
991,69131,1783987035.6471205,111157.725269913
992,6357411,1783987042.0045507,111164.082700299
993,4144294,1783987046.1495483,111168.227698255
994,148,1783987046.149706,111168.227855495
995,530163,1783987046.6790369,111168.757186477
996,3004551,1783987049.6835556,111171.761705249
997,3404325,1783987053.087825,111175.165974769
998,75261,1783987053.162862,111175.241011769
999,5537168,1783987058.7001317,111180.778281267
1000,3732294,1783987062.4324741,111184.510623758
1001,987162,1783987063.4195251,111185.497674642
1002,1381903,1783987064.801438,111186.879587716
1003,1139301,1783987065.940758,111188.018907479
1004,16100490,1783987082.0410953,111204.119244613
1005,4085974,1783987086.12684,111208.20498965
1006,567850,1783987086.6947088,111208.772858816
1007,2674217,1783987089.3689277,111211.447077254
1008,1984557,1783987091.3534417,111213.431591332
1009,2547196,1783987093.901415,111215.979564602
1010,156,1783987093.9015522,111215.979701707
1011,1702777,1783987095.6034522,111217.681601742
1012,8386632,1783987103.9900343,111226.068184063
1013,6512816,1783987110.502577,111232.58072727
1014,8457675,1783987118.9602327,111241.038382595
1015,326807,1783987119.2869036,111241.365053231
1016,402461,1783987119.689447,111241.767596513
1017,436936,1783987120.1262236,111242.204373191
1018,2086256,1783987122.2125113,111244.290660844
1019,2455605,1783987124.6681364,111246.746286094
1020,5421678,1783987130.0897367,111252.167886347
1021,864242,1783987130.953886,111253.032035482
1022,1101325,1783987132.0552952,111254.133444817
1023,2476006,1783987134.5312514,111256.60940107
1024,414480,1783987134.9455755,111257.023725047
1025,4913526,1783987139.859093,111261.93724262
1026,1432205,1783987141.2912536,111263.369403068
1027,5811259,1783987147.1025448,111269.180694373
1028,270807,1783987147.3731692,111269.451318712
1029,6119735,1783987153.4928715,111275.571020896
1030,1951198,1783987155.444884,111277.523033533
1031,150,1783987155.4450576,111277.523207114
1032,2302136,1783987157.7471697,111279.825319413
1033,163,1783987157.7473497,111279.825499334
1034,1931537,1783987159.678953,111281.75710257
1035,162,1783987159.6790764,111281.757225868
1036,956722,1783987160.635631,111282.71378068
1037,163,1783987160.635846,111282.71399546
1038,8674744,1783987169.310456,111291.38860564
1039,166,1783987169.3107336,111291.388883167
1040,4291118,1783987173.600801,111295.678950707
1041,138046,1783987173.7388055,111295.816955041
1042,882661,1783987174.6214187,111296.699568389
1043,2698486,1783987177.319969,111299.398118506
1044,3342465,1783987180.6623347,111302.740484381
1045,979577,1783987181.6418233,111303.71997269
1046,1398687,1783987183.0406659,111305.118815757
1047,11626,1783987183.052049,111305.13019846
1048,176811,1783987183.2297876,111305.307937295
1049,163,1783987183.229983,111305.308132397
1050,1728884,1783987184.958117,111307.036266647
1051,99601,1783987185.0601318,111307.138281602
1052,2451129,1783987187.5086799,111309.586829529
1053,1794192,1783987189.302875,111311.38102469
1054,5454631,1783987194.7574377,111316.835587204
1055,217901,1783987194.9762306,111317.054380358
1056,152,1783987194.976435,111317.054584752
1057,430657,1783987195.4061298,111317.484279546
1058,501558,1783987195.9075735,111317.985723043
1059,4224981,1783987200.1325917,111322.210741147
1060,1337116,1783987201.4696507,111323.547800356
1061,465999,1783987201.9356272,111324.013776746
1062,407359,1783987202.34299,111324.421139444
1063,695748,1783987203.038664,111325.116813676
1064,2081888,1783987205.1206248,111327.19877457
1065,3344297,1783987208.464951,111330.543100602
1066,11362282,1783987219.8270354,111341.90518492
1067,10859635,1783987230.6864681,111352.764617732
1068,1310004,1783987231.9964871,111354.074636952
1069,6221098,1783987238.217399,111360.295548316
1070,2286330,1783987240.503703,111362.581852749
1071,2863229,1783987243.3668847,111365.445034186
1072,4254423,1783987247.6212416,111369.699391129
1073,1152291,1783987248.7736294,111370.851779014
1074,1349728,1783987250.1232271,111372.201376684
1075,649759,1783987250.7728662,111372.8510159
1076,1227291,1783987252.000209,111374.078358892
1077,297059,1783987252.297195,111374.375344592
1078,5451929,1783987257.7492101,111379.827359877
1079,3182163,1783987260.9322388,111383.010388268
1080,157,1783987260.9323952,111383.010544687
1081,7476991,1783987268.4083257,111390.486475267
1082,510118,1783987268.9191406,111390.997290146
1083,158,1783987268.919266,111390.99741542
1084,6202367,1783987275.12082,111397.198969742
1085,6121243,1783987281.242029,111403.320178684
1086,12188319,1783987293.4302056,111415.508355386
1087,1316077,1783987294.7462213,111416.824371012
1088,357613,1783987295.103762,111417.18191144
1089,3459479,1783987298.563221,111420.641370663
1090,1442241,1783987300.0053873,111422.083536762
1091,4984902,1783987304.9902978,111427.068447425
1092,6781602,1783987311.7717822,111433.849931918
1093,9537,1783987311.7809927,111433.859142437
1094,1494298,1783987313.275578,111435.353727629
1095,5281989,1783987318.5574515,111440.635601065
1096,1447562,1783987320.0050447,111442.083194338
1097,236869,1783987320.2418408,111442.319990454
1098,106848,1783987320.3486428,111442.426792424
1099,2330328,1783987322.6789722,111444.757121846
1100,335593,1783987323.0144806,111445.092630285
1101,3913575,1783987326.9281094,111449.006258861
1102,1019604,1783987327.9477475,111450.025897268
1103,1315389,1783987329.2631426,111451.341292367
1104,5721481,1783987334.9845068,111457.062656379
1105,5348434,1783987340.3330655,111462.411214941
1106,7111531,1783987347.4443843,111469.522533873
1107,1568828,1783987349.0131462,111471.091295489
1108,928941,1783987349.9420123,111472.020162072
1109,2847526,1783987352.7895827,111474.867732418
1110,4417820,1783987357.2072484,111479.285398084
1111,2438043,1783987359.6455204,111481.723669882
1112,7738133,1783987367.3833003,111489.461449833
1113,1277701,1783987368.6610126,111490.739162199
1114,3046605,1783987371.7074785,111493.785628103
1115,1308414,1783987373.0159526,111495.094102158
1116,6112589,1783987379.1284022,111501.206551698
1117,5791297,1783987384.9197328,111506.99788224
1118,4529200,1783987389.4487479,111511.52689724
1119,2073031,1783987391.5218,111513.599949472
1120,114549,1783987391.6364708,111513.714620336
1121,143406,1783987391.7796292,111513.857779214
1122,537970,1783987392.3175693,111514.395718786
1123,802759,1783987393.120449,111515.198598625
1124,1725444,1783987394.8459077,111516.924057316
1125,2317839,1783987397.1636834,111519.241833006
1126,251088,1783987397.4147332,111519.492882598
1127,2427329,1783987399.8420913,111521.920240867
1128,792697,1783987400.6346765,111522.712825936
1129,10548702,1783987411.1833763,111533.261526049
1130,3012983,1783987414.1962748,111536.274424155
1131,267676,1783987414.4638097,111536.541959349
1132,6057711,1783987420.5215547,111542.599704295
1133,1028478,1783987421.5500958,111543.628245372
1134,3919367,1783987425.4693754,111547.54752519
1135,896538,1783987426.3657212,111548.44387093
1136,142542,1783987426.5083003,111548.586449845
1137,2542608,1783987429.0510044,111551.129154004
1138,1206089,1783987430.2570179,111552.335167519
1139,8406726,1783987438.6636298,111560.741779358
1140,228268,1783987438.8919451,111560.970094722
1141,840923,1783987439.7327104,111561.810859993
1142,1317463,1783987441.0502675,111563.128416978
1143,866307,1783987441.9164252,111563.99457476
1144,2757969,1783987444.6745646,111566.752714185
1145,1198349,1783987445.8729517,111567.951101492
1146,2305747,1783987448.178519,111570.256668647
1147,863496,1783987449.0420501,111571.120199894
1148,1820868,1783987450.8628619,111572.941011459
1149,473581,1783987451.3364964,111573.414646832
1150,1708222,1783987453.0447416,111575.122891434
1151,2880324,1783987455.9249928,111578.003142232
1152,2752227,1783987458.6771915,111580.755340887
1153,62010,1783987458.7390912,111580.817240714
1154,97200,1783987458.8370745,111580.915224
1155,149,1783987458.8372145,111580.915363845
1156,5399265,1783987464.2356508,111586.313800496
1157,2106397,1783987466.3421159,111588.42026555
1158,196036,1783987466.5380964,111588.616246078
1159,1910239,1783987468.4482882,111590.526437958
1160,3613214,1783987472.0615358,111594.139685766
1161,1514773,1783987473.5762904,111595.65443984
1162,1508926,1783987475.0853248,111597.163474455
1163,3299014,1783987478.384972,111600.463121494
1164,146,1783987478.3851025,111600.463252026
1165,4402320,1783987482.7865386,111604.864688041
1166,2713844,1783987485.5003283,111607.578477802
1167,2557155,1783987488.0573497,111610.135499057
1168,34824,1783987488.0920186,111610.170168129
1169,1857917,1783987489.9501636,111612.028313317
1170,731962,1783987490.6820016,111612.760151105
1171,5216560,1783987495.8987184,111617.976867968
1172,812775,1783987496.7114289,111618.789578325
1173,6774522,1783987503.4857883,111625.563938375
1174,2162818,1783987505.6486325,111627.726782133
1175,411924,1783987506.0603995,111628.13854912
1176,600648,1783987506.660994,111628.739143663
1177,1574345,1783987508.2354476,111630.313597302
1178,198890,1783987508.4341714,111630.512320969
1179,2102150,1783987510.536412,111632.614561387
1180,1460147,1783987511.9965513,111634.074700752
1181,24369626,1783987536.366191,111658.444340365
1182,26575,1783987536.3929474,111658.471097018
1183,523060,1783987536.915445,111658.993594696
1184,10908147,1783987547.823609,111669.901758695
1185,2217094,1783987550.0406544,111672.118803956
1186,1233732,1783987551.274412,111673.352561616
1187,8367002,1783987559.6412797,111681.719429534
1188,1118703,1783987560.7601378,111682.838287409
1189,1343102,1783987562.1029983,111684.181147911
1190,9136923,1783987571.2398064,111693.317956029
1191,601412,1783987571.8410785,111693.919228143
1192,3645503,1783987575.4867122,111697.5648621
1193,1098675,1783987576.5855417,111698.663691308
1194,1349932,1783987577.9353964,111700.013546073
1195,1880258,1783987579.8154585,111701.893608069
1196,585125,1783987580.4005039,111702.478653407
1197,1361144,1783987581.7616823,111703.839831766
1198,740625,1783987582.5022447,111704.580394237
1199,1590976,1783987584.0932336,111706.171383308
1200,570983,1783987584.664284,111706.742433628
1201,1143014,1783987585.8082018,111707.886351386
1202,162,1783987585.8083436,111707.886493
1203,2617641,1783987588.4251208,111710.503270283
1204,2178376,1783987590.6042845,111712.682434046
1205,164,1783987590.6044438,111712.682593285
1206,4197824,1783987594.801297,111716.879446546
1207,1545377,1783987596.347531,111718.425680442
1208,146,1783987596.347661,111718.425810424
1209,3120181,1783987599.4669585,111721.54510835
1210,138580,1783987599.605533,111721.683682508
1211,3332611,1783987602.938238,111725.016387403
1212,1753914,1783987604.6921017,111726.77025126
1213,3172708,1783987607.8646963,111729.942845854
1214,1312438,1783987609.178035,111731.256184695
1215,150,1783987609.1782186,111731.256367939
1216,3666400,1783987612.843629,111734.921778307
1217,2729239,1783987615.5736253,111737.651774973
1218,155,1783987615.573801,111737.651950502
1219,151554,1783987615.724449,111737.802598636
1220,5351361,1783987621.0758147,111743.153964276
1221,355998,1783987621.4324996,111743.51064929
1222,37668,1783987621.4693792,111743.54752869
1223,4798621,1783987626.268061,111748.34621068
1224,2901456,1783987629.169439,111751.247588649
1225,126516,1783987629.2958343,111751.373984014
1226,364853,1783987629.6607866,111751.738936256
1227,3541636,1783987633.2025847,111755.280734588
1228,1377302,1783987634.5806127,111756.658762186
1229,162,1783987634.5807536,111756.658903222
1230,502771,1783987635.0826397,111757.160789391
1231,5959731,1783987641.0422976,111763.120447231
1232,5915493,1783987646.9577887,111769.035938297
1233,207641,1783987647.1652358,111769.243385359
1234,16791,1783987647.1820912,111769.260240658
1235,5576562,1783987652.7586913,111774.836840926
1236,2359887,1783987655.1184783,111777.19662782
1237,2697925,1783987657.8163583,111779.894507993
1238,3851788,1783987661.6682403,111783.746390023
1239,1627130,1783987663.2952378,111785.37338736
1240,3838459,1783987667.1336899,111789.211839463
1241,1456096,1783987668.5897665,111790.667915961
1242,467360,1783987669.0570335,111791.135183065
1243,3065423,1783987672.1224875,111794.200637221
1244,2729190,1783987674.8516455,111796.929794935
1245,4796916,1783987679.648516,111801.726665483
1246,4136008,1783987683.7853136,111805.863462938
1247,167,1783987683.785495,111805.863644522
1248,2267864,1783987686.0524304,111808.130580036
1249,1219153,1783987687.2716208,111809.349770538
1250,2337322,1783987689.6097302,111811.687879916
1251,146,1783987689.6098697,111811.688019366
1252,634193,1783987690.2431226,111812.321272379
1253,4620499,1783987694.8637748,111816.941924413
1254,654519,1783987695.5184577,111817.596607011
1255,1099160,1783987696.61742,111818.695569469
1256,4211354,1783987700.828787,111822.906936973
1257,74025,1783987700.9024076,111822.980557342
1258,3765247,1783987704.6678133,111826.745962917
1259,747843,1783987705.4155922,111827.493741711
1260,5032820,1783987710.4484544,111832.526603912
1261,525473,1783987710.9738107,111833.051960254
1262,344855,1783987711.3186817,111833.396831194
1263,224918,1783987711.5435455,111833.621695263
1264,1200158,1783987712.7440183,111834.822168196
1265,2417586,1783987715.1615129,111837.239662465
1266,9195506,1783987724.3567638,111846.434913406
1267,9686003,1783987734.042757,111856.120906589
1268,2889757,1783987736.9323802,111859.010529858
1269,3337013,1783987740.269364,111862.347513743
1270,1835841,1783987742.105152,111864.183301493
1271,2785632,1783987744.8908267,111866.968976896
1272,902505,1783987745.793185,111867.871334662
1273,3721937,1783987749.5152,111871.59334951
1274,3956516,1783987753.4716284,111875.549778133
1275,5160964,1783987758.6326492,111880.710798769
1276,329645,1783987758.9621184,111881.040268201
1277,4526969,1783987763.4891524,111885.567302134
1278,5541741,1783987769.0308225,111891.108971938
1279,3571265,1783987772.6020079,111894.680157469
1280,684649,1783987773.2865813,111895.364731127
1281,9595178,1783987782.8817394,111904.959888774
1282,180203,1783987783.0618312,111905.13998061
1283,249366,1783987783.3111858,111905.389335535
1284,320416,1783987783.6316574,111905.709807082
1285,970437,1783987784.6020162,111906.68016572
1286,945701,1783987785.5477853,111907.625935001
1287,1426750,1783987786.974521,111909.052670399
1288,2252929,1783987789.2274566,111911.305606038
1289,693533,1783987789.9209962,111911.999145864
1290,294680,1783987790.2156396,111912.293789065
1291,5280504,1783987795.4961715,111917.574321069
1292,10270215,1783987805.766401,111927.844550614
1293,4891837,1783987810.6579738,111932.736123208
